会社ID,会社名,地域,都道府県,本社所在地,営業エリア,戸建て取扱,収益不動産取扱,その他取扱物件,問い合わせフォーム,公式URL,問い合わせURL,サービスURL,電話番号,特徴・強み,根拠URL,確認日,確認状態,優先度,備考
RE-MLIT-13-00000212,日本不動産 株式会社,関東,東京都,要確認,東京都,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=13&pageCount=1&pageListNo1=1&pageListNo2=1,2026-07-16,公的登録確認・公式サイト要確認,A,免許行政庁: 東京都; 免許番号: 第000212号; 自動追加日: 2026-07-16
RE-MLIT-13-00000170,有限会社 マルミ商事,関東,東京都,要確認,東京都,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=13&pageCount=1&pageListNo1=1&pageListNo2=1,2026-07-16,公的登録確認・公式サイト要確認,A,免許行政庁: 東京都; 免許番号: 第000170号; 自動追加日: 2026-07-16
RE-0003,東急リバブル株式会社,関東,東京都,東京都渋谷区,首都圏・札幌・仙台・名古屋・関西・福岡ほか,あり,あり,マンション・土地・一棟収益・事業用・賃貸,あり,https://www.livable.co.jp/,https://www.livable.co.jp/branch/toushi-support/,https://www.livable.co.jp/fudosan-toushi-baikyaku/,0120-992-151,投資サポートセンターと全国店舗網を持つ,https://www.livable.co.jp/branch/toushi-support/ | https://www.livable.co.jp/fudosan-toushi-baikyaku/,2026-07-15,確認済み,A,投資用不動産専用窓口あり
RE-MLIT-13-00000044,栗城建設興業 株式会社,関東,東京都,要確認,東京都,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=13&pageCount=1&pageListNo1=1&pageListNo2=1,2026-07-16,公的登録確認・公式サイト要確認,A,免許行政庁: 東京都; 免許番号: 第000044号; 自動追加日: 2026-07-16
RE-MLIT-13-00000164,株式会社 なかやま不動産,関東,東京都,要確認,東京都,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=13&pageCount=1&pageListNo1=1&pageListNo2=1,2026-07-16,公的登録確認・公式サイト要確認,A,免許行政庁: 東京都; 免許番号: 第000164号; 自動追加日: 2026-07-16
RE-MLIT-13-00000098,株式会社 三和不動産鑑定事務所,関東,東京都,要確認,東京都,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=13&pageCount=1&pageListNo1=1&pageListNo2=1,2026-07-16,公的登録確認・公式サイト要確認,A,免許行政庁: 東京都; 免許番号: 第000098号; 自動追加日: 2026-07-16
RE-MLIT-13-00000001,株式会社 三富不動産,関東,東京都,要確認,東京都,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=13&pageCount=1&pageListNo1=1&pageListNo2=1,2026-07-16,公的登録確認・公式サイト要確認,A,免許行政庁: 東京都; 免許番号: 第000001号; 自動追加日: 2026-07-16
RE-MLIT-13-00000093,株式会社 伊藤商会,関東,東京都,要確認,東京都,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=13&pageCount=1&pageListNo1=1&pageListNo2=1,2026-07-16,公的登録確認・公式サイト要確認,A,免許行政庁: 東京都; 免許番号: 第000093号; 自動追加日: 2026-07-16
RE-MLIT-13-00000060,株式会社 長岡建設,関東,東京都,要確認,東京都,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=13&pageCount=1&pageListNo1=1&pageListNo2=1,2026-07-16,公的登録確認・公式サイト要確認,A,免許行政庁: 東京都; 免許番号: 第000060号; 自動追加日: 2026-07-16
RE-0020,株式会社GA technologies（RENOSY）,関東,東京都,東京都港区,全国オンライン中心,なし,あり,投資用マンション・賃貸管理・売却,あり,https://www.renosy.com/,https://www.renosy.com/contact,https://www.renosy.com/asset,要確認,オンラインを中心とした不動産投資サービス,https://www.renosy.com/,2026-07-15,一部確認,B,戸建て仲介ではなく区分マンション投資中心
RE-0006,株式会社オープンハウス,関東,東京都,東京都渋谷区,東京・神奈川・埼玉・千葉・愛知・大阪・兵庫・福岡ほか,あり,あり,新築戸建て・土地・マンション・国内外投資,あり,https://oh.openhouse-group.com/,https://oh.openhouse-group.com/contact/,https://oh.openhouse-group.com/s-kodate/,03-6213-0775,都市部の戸建て供給とグループの不動産投資事業,https://oh.openhouse-group.com/company/about/ | https://oh.openhouse-group.com/s-kodate/saitama/ | https://wm.openhouse-group.com/,2026-07-15,一部確認,A,国内収益物件の一般顧客向け窓口はグループ各社も確認
RE-0007,株式会社オープンハウス・リアルエステート,関東,東京都,東京都千代田区,首都圏・関西・名古屋,要確認,あり,一棟マンション・アパート・ビル・土地,あり,https://ohre.openhouse-group.com/,https://ohre.openhouse-group.com/,https://shueki.ohd.openhouse-group.com/,03-6854-7452,収益不動産の仕入れ・再生・売買に対応,https://ohre.openhouse-group.com/ | https://shueki.ohd.openhouse-group.com/,2026-07-15,確認済み,A,戸建ての直接取扱は追加確認
RE-0008,株式会社ランドネット,関東,東京都,東京都豊島区,東京・横浜・大阪・福岡ほか,あり,あり,中古マンション・賃貸管理・買取・リフォーム,あり,https://landnet.co.jp/,https://landnet.co.jp/contact/,https://landnet.co.jp/housing-search/,0120-012-461,投資用中古マンションと居住用不動産をワンストップで扱う,https://landnet.co.jp/ | https://landnet.co.jp/contact/ | https://landnet.co.jp/housing-search/kanagawa/yamato-shi,2026-07-15,確認済み,A,戸建て掲載状況はエリアにより異なる
RE-MLIT-13-00000218,西武建設 株式会社,関東,東京都,要確認,東京都,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=13&pageCount=1&pageListNo1=1&pageListNo2=1,2026-07-16,公的登録確認・公式サイト要確認,A,免許行政庁: 東京都; 免許番号: 第000218号; 自動追加日: 2026-07-16
RE-0004,野村不動産ソリューションズ株式会社,関東,東京都,東京都新宿区,首都圏・関西・名古屋ほか,あり,あり,マンション・土地・一棟マンション・アパート・事業用,あり,https://www.nomura-solutions.co.jp/,https://www.nomu.com/pro/contact/,https://www.nomu.com/pro/house/,要確認,ノムコム・プロで投資用戸建て・収益物件を掲載,https://www.nomu.com/pro/house/area/1311/ | https://www.nomu.com/pro/contents/knowhow/20240919.html,2026-07-15,確認済み,A,問い合わせ先は物件・担当センターごとに異なる
RE-MLIT-14-00000181,大栄興業 株式会社,関東,神奈川県,要確認,神奈川県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=14&pageCount=1&pageListNo1=1&pageListNo2=1,2026-07-21,公的登録確認・公式サイト要確認,A,免許行政庁: 神奈川県; 免許番号: 第000181号; 自動追加日: 2026-07-21
RE-MLIT-14-00000260,有限会社 協和商事,関東,神奈川県,要確認,神奈川県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=14&pageCount=1&pageListNo1=1&pageListNo2=1,2026-07-21,公的登録確認・公式サイト要確認,A,免許行政庁: 神奈川県; 免許番号: 第000260号; 自動追加日: 2026-07-21
RE-MLIT-14-00000365,有限会社 小沢建設商事,関東,神奈川県,要確認,神奈川県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=14&pageCount=1&pageListNo1=1&pageListNo2=1,2026-07-21,公的登録確認・公式サイト要確認,A,免許行政庁: 神奈川県; 免許番号: 第000365号; 自動追加日: 2026-07-21
RE-MLIT-14-00000162,有限会社 濱屋,関東,神奈川県,要確認,神奈川県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=14&pageCount=1&pageListNo1=1&pageListNo2=1,2026-07-21,公的登録確認・公式サイト要確認,A,免許行政庁: 神奈川県; 免許番号: 第000162号; 自動追加日: 2026-07-21
RE-MLIT-14-00000071,東栄商事 株式会社,関東,神奈川県,要確認,神奈川県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=14&pageCount=1&pageListNo1=1&pageListNo2=1,2026-07-21,公的登録確認・公式サイト要確認,A,免許行政庁: 神奈川県; 免許番号: 第000071号; 自動追加日: 2026-07-21
RE-MLIT-14-00000060,東横不動産 株式会社,関東,神奈川県,要確認,神奈川県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=14&pageCount=1&pageListNo1=1&pageListNo2=1,2026-07-21,公的登録確認・公式サイト要確認,A,免許行政庁: 神奈川県; 免許番号: 第000060号; 自動追加日: 2026-07-21
RE-MLIT-14-00000013,株式会社 大谷商事,関東,神奈川県,要確認,神奈川県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=14&pageCount=1&pageListNo1=1&pageListNo2=1,2026-07-21,公的登録確認・公式サイト要確認,A,免許行政庁: 神奈川県; 免許番号: 第000013号; 自動追加日: 2026-07-21
RE-MLIT-14-00000024,浅間建設 株式会社,関東,神奈川県,要確認,神奈川県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=14&pageCount=1&pageListNo1=1&pageListNo2=1,2026-07-21,公的登録確認・公式サイト要確認,A,免許行政庁: 神奈川県; 免許番号: 第000024号; 自動追加日: 2026-07-21
RE-MLIT-14-00000066,相澤土地 株式会社,関東,神奈川県,要確認,神奈川県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=14&pageCount=1&pageListNo1=1&pageListNo2=1,2026-07-21,公的登録確認・公式サイト要確認,A,免許行政庁: 神奈川県; 免許番号: 第000066号; 自動追加日: 2026-07-21
RE-MLIT-14-00000198,親和商事 有限会社,関東,神奈川県,要確認,神奈川県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=14&pageCount=1&pageListNo1=1&pageListNo2=1,2026-07-21,公的登録確認・公式サイト要確認,A,免許行政庁: 神奈川県; 免許番号: 第000198号; 自動追加日: 2026-07-21
